name,State,A-None_Summaries_Count,B-None_Summaries_Count,C-None_Summaries_Count,A-B_QCM_SES,A-C_QCM_SES,B-A_QCM_SES,B-C_QCM_SES,C-A_QCM_SES,C-B_QCM_SES,A-B_Wasserstein_WassersteinDistance,A-C_Wasserstein_WassersteinDistance,B-A_Wasserstein_WassersteinDistance,B-C_Wasserstein_WassersteinDistance,C-A_Wasserstein_WassersteinDistance,C-B_Wasserstein_WassersteinDistance,A-A_CrossPCF_gmax,A-A_CrossPCF_rpeak,A-A_CrossPCF_gmin,A-A_CrossPCF_rtrough,A-A_CrossPCF_int-0-10,A-A_CrossPCF_int-0-30,A-A_CrossPCF_int-0-50,A-A_CrossPCF_int-0-100,A-B_CrossPCF_gmax,A-B_CrossPCF_rpeak,A-B_CrossPCF_gmin,A-B_CrossPCF_rtrough,A-B_CrossPCF_int-0-10,A-B_CrossPCF_int-0-30,A-B_CrossPCF_int-0-50,A-B_CrossPCF_int-0-100,A-C_CrossPCF_gmax,A-C_CrossPCF_rpeak,A-C_CrossPCF_gmin,A-C_CrossPCF_rtrough,A-C_CrossPCF_int-0-10,A-C_CrossPCF_int-0-30,A-C_CrossPCF_int-0-50,A-C_CrossPCF_int-0-100,B-A_CrossPCF_gmax,B-A_CrossPCF_rpeak,B-A_CrossPCF_gmin,B-A_CrossPCF_rtrough,B-A_CrossPCF_int-0-10,B-A_CrossPCF_int-0-30,B-A_CrossPCF_int-0-50,B-A_CrossPCF_int-0-100,B-B_CrossPCF_gmax,B-B_CrossPCF_rpeak,B-B_CrossPCF_gmin,B-B_CrossPCF_rtrough,B-B_CrossPCF_int-0-10,B-B_CrossPCF_int-0-30,B-B_CrossPCF_int-0-50,B-B_CrossPCF_int-0-100,B-C_CrossPCF_gmax,B-C_CrossPCF_rpeak,B-C_CrossPCF_gmin,B-C_CrossPCF_rtrough,B-C_CrossPCF_int-0-10,B-C_CrossPCF_int-0-30,B-C_CrossPCF_int-0-50,B-C_CrossPCF_int-0-100,C-A_CrossPCF_gmax,C-A_CrossPCF_rpeak,C-A_CrossPCF_gmin,C-A_CrossPCF_rtrough,C-A_CrossPCF_int-0-10,C-A_CrossPCF_int-0-30,C-A_CrossPCF_int-0-50,C-A_CrossPCF_int-0-100,C-B_CrossPCF_gmax,C-B_CrossPCF_rpeak,C-B_CrossPCF_gmin,C-B_CrossPCF_rtrough,C-B_CrossPCF_int-0-10,C-B_CrossPCF_int-0-30,C-B_CrossPCF_int-0-50,C-B_CrossPCF_int-0-100,C-C_CrossPCF_gmax,C-C_CrossPCF_rpeak,C-C_CrossPCF_gmin,C-C_CrossPCF_rtrough,C-C_CrossPCF_int-0-10,C-C_CrossPCF_int-0-30,C-C_CrossPCF_int-0-50,C-C_CrossPCF_int-0-100
State1_0,State1,500.0,500.0,500.0,7.409192353091791,-2.2542210535073712,7.409192353091793,-1.3744996640308833,-2.2542210535073712,-1.374499664030883,22.83400376640477,154.96333636181404,20.337906198244056,149.4360562512966,154.99327888873424,137.47032744597612,5.898693665494045,5,1.1605893230502506,100,57.3891147911417,147.27575750238404,210.54410294208355,292.79102044720366,4.843457126228587,0,1.1173248426524487,110,47.09216667117872,136.25421435874367,202.9791731079161,286.74161988806816,0.9898218321032383,110,0.8540854581829103,0,8.819042274643465,27.25254423941316,45.581629774630656,92.02866557011123,4.819166714805775,0,1.1366084622023511,110,46.97312048099201,134.74056345848106,200.6920175420212,284.4555406570864,5.429355480169009,0,1.0391080121372485,105,49.55344354918492,134.61589542011114,197.77777969549106,281.04605156407627,1.0066924009204565,75,0.8314432330855746,0,8.997879327103647,28.21374314140472,46.42473375831261,94.1451133038468,0.9626310233654224,25,0.8128851545794525,0,8.572387825080344,26.797733786742427,44.83582814381547,90.35104799742572,0.990672021773862,10,0.8174570946927857,0,8.911002115531577,28.07218456503582,46.15371888553343,92.65394144339645,1.1968451720510525,0,0.9472124698138988,45,11.16095178735718,30.837968390680366,50.57379036130326,101.12086516441715
State1_1,State1,500.0,500.0,500.0,4.88747168969316,-0.46478511759654784,4.887471689693162,-2.7367031309053433,-0.46478511759654767,-2.7367031309053433,36.500479934564076,154.7442852994822,37.767136673161126,165.06109368788808,150.5903510977791,178.28672677952758,7.415613044543549,0,1.4497242600112026,105,66.93415332516432,190.22873724593666,281.9794095594624,395.9410615662265,9.09336020006537,0,1.682901100611471,150,77.79680686194072,205.45419239610115,296.81256715732513,413.4682006821211,1.0866654918718384,5,0.8264235811815795,25,10.525461777356238,27.8043296344325,45.74756996462696,96.06036612082828,9.077996787052054,0,1.5781607355408234,110,77.39844483955335,207.37446957740082,299.9291783521888,415.77295880853075,10.38049172848846,0,1.7416535820954924,135,87.4031416646903,224.24335434144766,315.57295021309636,430.18119996443903,1.092564595432807,85,0.7316845623450233,15,8.84305339150989,24.28349654525668,41.47965661640026,91.94154883245723,1.0696985916887956,105,0.8498591506999117,20,9.64744222347639,27.045701782365033,45.581650758766635,95.75796144759224,1.092371927605839,85,0.7257711512165169,15,8.231782104681015,23.779092975346884,41.457177627772836,92.06823272351485,1.159061663921857,0,0.9092621922647989,135,11.273162998512444,31.77289779403068,51.70648276040281,101.06891205443871
State1_2,State1,500.0,500.0,500.0,6.6114836204430665,-1.301250300611733,6.6114836204430665,-1.4952785677911713,-1.301250300611733,-1.4952785677911715,23.836898098944705,56.65084955450267,26.27865876928187,58.50442011595687,53.42772360040043,55.41477031152916,4.9015280306287305,10,0.9570231651038401,150,47.85236472465242,131.39879194858352,193.5609430029487,279.4147652991659,5.146547234758343,0,0.9226339819549164,150,48.10528147352849,132.85640888607657,197.18107884605746,282.8865099062454,1.0730319359495384,80,0.7319033846315172,0,8.666613413405688,29.319598453982394,49.42122248141114,100.40518011618845,5.090458189526744,0,0.930719756304313,150,48.072360480230245,132.4229106563963,196.28887879581598,282.97409423290543,4.973056625739353,5,0.9068220417169789,130,48.17208364933888,133.96978786311624,198.20955316548378,282.48283897544934,1.0273131084842742,100,0.8923531163107409,15,9.392492202427217,28.286015205879348,47.89752271127006,98.27664551426328,1.0895939663976497,80,0.7063993808269758,0,8.51202523505965,29.33683129199966,49.6732747322336,101.6824854592462,1.052788715574435,45,0.8951136742203071,15,9.412278206932802,28.535534096646728,48.63983105720577,99.51399903988387,1.1725230019715482,5,0.8866696908429621,15,11.304586376087594,30.749703180431318,50.31290694717545,100.20167924168038
State1_3,State1,500.0,500.0,500.0,5.8288170042120075,-1.3039121764749964,5.8288170042120075,-0.8029632303270086,-1.3039121764749964,-0.8029632303270086,28.571351360760534,75.05563086332084,28.608013040748688,71.67526428009953,73.98418659716282,71.26568077317596,6.748394445495257,0,1.144785413577478,140,57.75719546551865,162.46827697552035,241.24525427074352,343.15952607279854,6.1880723838251885,0,1.0116472979566844,150,56.573404944885425,159.1558686896075,238.49310152945887,340.9603771918421,1.4039653243763943,0,0.9903790427026705,140,12.744869160624763,34.99206072172234,57.12454511950066,111.9129016561352,6.1823612755901065,0,1.0108846361312962,150,56.17085356546451,156.83839077190012,234.74156679893076,335.2968678370501,6.501077240382607,0,0.9979191550207306,150,59.97242208844624,156.63484686969838,233.50629134914175,333.6606926539337,1.1765578607161715,20,0.9724780573195904,135,10.94992248456892,33.069482917573055,55.017723935648554,111.1106827110612,1.3937997416615477,0,1.0034094261778606,120,12.754847439273775,34.84474021061311,56.776516733105396,110.56884246410519,1.16202072429912,20,1.0054119245940014,135,10.900696429388228,32.87765686800325,54.808955841929674,110.16035170074367,1.1647927506513465,0,0.8899625478543118,60,10.127515433816143,31.311855547962576,52.14899367282409,101.6543913862141
State1_4,State1,500.0,500.0,500.0,4.417870377289456,-1.397329483607706,4.417870377289458,-1.7618638342380688,-1.397329483607706,-1.7618638342380688,19.223747366938138,76.61699700534808,21.178959299494704,74.50350651903697,77.42119714744516,74.49047266847595,8.262298617318452,0,0.7774483785916922,150,80.8439793260278,212.58644678648707,313.97149579682866,439.53339014955026,8.115762269380715,0,0.8402262107692055,150,78.25813609943502,213.1828178311177,311.2137414049149,433.1017894254156,0.9951431628981398,135,0.6748169587096359,0,7.2232578761263735,23.19626690380423,39.51733557422791,82.93644369604922,8.203917742199428,0,0.8274575406362338,150,78.73815380344129,212.91684827976067,310.1810943752008,431.0159354806576,7.235783757367705,0,0.8264890637178814,150,71.58053853699813,198.22292329687687,291.46206519988306,407.67742587586645,0.9914692882289933,135,0.7622332770100311,15,7.947698302811524,24.383010680566958,40.64150280847448,84.43905729258702,1.0239592103567454,135,0.6748169587096359,0,7.2238922704225255,23.08225302646119,39.30820704813176,82.7530628224863,1.022461053873963,135,0.7636064001506768,15,7.949445040241645,24.33957574812011,40.50307928111908,84.56756732668808,1.1611394757943203,20,0.9067485265011835,50,11.295924587664143,33.26136120452232,53.1324788645569,102.72460436138493
State1_5,State1,500.0,500.0,500.0,6.512919626372105,-1.5925618879779475,6.512919626372106,-1.6572089845093592,-1.592561887977948,-1.6572089845093592,21.51162848533163,72.69342652824221,20.93915195154178,77.24258750700906,73.60704090635018,83.73717743137857,7.610517094858375,0,0.5618419646315115,130,73.84630615793968,195.67725800328915,280.7596795956128,368.33959931711354,8.258551921404035,0,0.6082881528895606,140,72.3587357018992,189.8612676856784,272.95096549092784,364.93030710749525,1.0587636754986292,105,0.8987986624997366,45,10.230444716675603,29.691210597757443,48.73000645410002,96.92979923458105,8.35874764106078,0,0.6040092972457496,140,73.4152195726823,190.84097419317033,274.01988070776355,366.21189282198696,7.172556584700895,0,0.6234856999923102,150,65.64047158089019,176.30237928256133,256.87435124549336,351.52325377000926,1.0446753778719822,120,0.9139927318455634,60,10.000377265957606,29.030792592304746,48.047404678899916,96.50957552353466,1.0121333446526635,150,0.8751437080601796,90,9.875023785252788,28.991438679226018,47.937326784268805,94.29053984041417,1.023253603629845,145,0.8811553211836032,90,9.533125642645603,28.5085486115684,47.48415753602043,94.14373076438554,1.265335541265513,0,0.8420754857827483,50,11.389169599867387,31.052787700137284,50.94223082704876,99.07832471786688
State1_6,State1,500.0,500.0,500.0,6.7116864919229045,-1.4242583336265995,6.711686491922904,-1.8644173198589296,-1.4242583336266,-1.8644173198589293,21.00093723107027,70.08141011911664,21.287641223102515,71.1345545062207,68.56343255105655,72.34893932414899,4.822616484940954,5,0.8670159840317261,150,47.49359994873525,135.50876419879296,207.36267043980357,311.37267352260733,5.799473163295541,0,0.8367400937327424,150,51.98947450203018,141.704865281774,212.79422350631683,310.91812204143037,1.0711058191387541,120,0.7384006828823851,10,8.848819203249354,24.534530669662306,42.34289428685751,90.84534547133366,5.750428504608328,0,0.853564866818862,145,51.5882873246574,141.27175738104725,212.66920728754548,311.97881559772037,5.865454617177271,0,0.806026577270752,150,51.93215956019682,143.54104049175746,216.0817077590526,305.1589780759551,1.052269974828016,110,0.7885600731279984,5,8.20665070237235,24.955506043544943,42.44862479982893,90.05765834805928,1.105749494274064,90,0.7355215019012243,10,8.711646096187636,24.392036250719194,42.4599031237346,93.18474294479608,1.0974962570727949,100,0.7936499287233819,5,8.205404935851767,24.921986435755514,42.713954253076494,92.56649869870684,1.0751587065748012,40,0.8276057040778554,5,8.860350236152394,28.42312490427711,48.81480508513229,99.88951430198186
State1_7,State1,500.0,500.0,500.0,5.8259160890161334,-1.9741310640647407,5.825916089016133,-0.9047037572657136,-1.9741310640647407,-0.9047037572657136,23.96888024810935,103.84521951776914,23.053365604673328,117.46234613142475,107.8891186678987,116.11615285247306,6.132750020987573,0,1.0491457186111075,130,56.587532892376714,156.9967941490844,231.7606265097592,332.3433352745034,6.231061369239915,0,0.9635161488730022,150,58.30505597283614,157.89251120926104,235.89408420067173,340.869558617352,1.0595188077792963,75,0.7257465404990423,0,8.618761635394616,27.92682559549398,46.72717357489587,96.97045190288922,6.3230194169908085,0,1.0076910083190913,150,58.414606866933035,157.11720723777253,233.28294294542528,338.1732985926546,5.617181130972097,10,0.955955238267208,135,54.91443343992671,154.09303009135834,232.05734740039054,339.3401703723991,1.0295467470900839,40,0.8876492714286498,115,9.379728292419454,28.347100404868176,48.13582744030196,96.4399972067187,1.073804590451924,80,0.7257465404990423,0,8.604977256501805,27.844297569380313,46.64262008851522,98.04888107491334,1.0310582014750842,40,0.9080408555311332,15,9.376008163573271,28.294738770615407,48.10067843699176,97.20767592325345,1.1441652548408132,10,0.9304540719380163,75,10.451215707455898,31.24814832981309,51.689176646017756,100.737373007296
State1_8,State1,500.0,500.0,500.0,6.155509373904455,-2.9758747330897,6.155509373904455,0.2066511713981964,-2.975874733089701,0.2066511713981964,21.68628489863645,57.94674345317066,20.252087821840824,59.78416387389593,57.854064166484676,60.76448282711988,5.57002443752609,5,0.7526134392128296,130,54.35316655144001,144.69297971432746,214.07389659823232,303.7995952564641,5.4103764000798185,5,0.7745925522490101,145,53.55668275367701,146.93785059483764,220.21561476665156,317.3355473738611,1.2443470523908449,0,0.9328226921824735,10,10.565730971660166,30.314375354265273,50.32074882302788,101.28328319877261,5.373145131314001,5,0.7819671069371625,145,53.165105835746644,146.42879745845488,219.34394685348664,314.65669141866994,6.444943801024409,0,0.775408080882693,140,59.083891424144994,156.8240273857581,234.21895785729387,330.90637069864954,1.2875510767216949,0,0.9153938546969702,50,12.15649311988176,33.978075793655684,53.29753337632937,103.123790874024,1.1982930156923435,0,0.9364352069094537,10,10.372061568098207,30.43266371723345,51.11496850606525,103.20674226082602,1.2882062920314885,0,0.9395450805448866,50,12.203475629105345,34.38137078683564,54.233216960988855,105.68750247227271,1.1201175167398085,35,0.7217466753242866,5,7.670688269402497,27.304080734883264,48.979243955797536,98.0733958266475
State1_9,State1,500.0,500.0,500.0,4.5471908073441405,-0.3687804228585694,4.547190807344139,-2.577910051114426,-0.36878042285856955,-2.577910051114426,38.29140018539764,79.12155536223548,38.86357455386089,95.40774476714014,79.49583064304413,98.2386452874216,5.56486364972579,10,0.7485129381619914,150,55.17097487535602,153.05639804803175,228.6163145291214,330.48460168375345,6.854594853593655,0,0.7764885942030314,150,65.4265314805311,176.96728023706436,256.3428116952863,361.3306432018336,1.0681735335250957,125,0.8420804877911007,45,8.899550696678965,26.665963485786882,44.25900485928029,92.28692495638148,6.698377533131935,0,0.7748614733400586,150,64.38640285959521,176.26552023800608,256.6428847582015,361.6781550508183,8.333641283175542,0,0.7868155467227222,150,78.02574881506015,194.95216731414126,281.01876005745083,388.097260931486,1.0662677929562132,120,0.6966974522077978,10,7.798300794440334,24.477650168691767,42.42919493797962,89.9536389090768,1.0747456822882113,125,0.8122137877679327,30,8.791730905674173,26.094585497274924,43.38931444786433,90.57809063241692,1.0585989189922624,125,0.67266830461083,10,7.555965257333151,23.450100585716427,41.097882996158354,87.62345749543171,1.1385511670713335,20,0.767597802017668,5,7.9838804784504305,29.011502997134624,48.918399196118756,98.37924774239168
